shipment_id,customer_id,origin_city,destination_city,carrier,shipment_mode,distance_km,package_weight,weather_condition,traffic_level,shipment_status,delay_hours,shipment_date
182,511a2b83-c37a-4f0d-ac6b-8d1a52fd4241,Nisí,Norton,DHL,Rail,123,96,Clear,High,Delivered,34,7/11/2025
183,f2b41165-c977-4b4a-bc1a-c3e51d6c5717,General San Martín,Vallehermoso,DHL,Rail,1027,32,Rain,High,Delayed,70,6/15/2025
184,dd65a57b-742f-4049-986d-d23545c40439,Zheshart,Gombong,DHL,Rail,1574,56,Clear,High,Delivered,9,11/14/2024
185,c96e5671-0634-4c1f-80fb-8cd9b75d7173,Pansoy,Wao,BlueDart,Sea,1099,26,Storm,Medium,In Transit,37,4/1/2024
186,ea750d01-f8bc-43a6-9e8d-d4f9bf7b9e61,Le Mans,Azurduy,UPS,Air,938,49,Clear,High,Delayed,59,4/8/2025
187,4a10d63e-9f46-4111-beb7-2c40a590c3ae,Al Maḩfid,Kuanheum,Delhivery,Road,1093,58,Storm,Medium,Delivered,37,4/7/2026
188,ebabf97f-e559-4bbc-bac8-9383c1626463,Ouaoula,Pushkin,FedEx,Rail,253,75,Heatwave,Medium,Delivered,10,5/3/2025
189,32bfffaf-df6b-42c9-9a52-8d32b58f4202,Liski,Pljevlja,FedEx,Air,1461,80,Clear,Medium,Delivered,66,5/19/2025
190,a8790c7e-e46f-4892-b942-db807bea1e8e,Yangqiao,Beilun,BlueDart,Rail,2565,88,Heatwave,Low,Exception,9,10/9/2025
191,88ac958f-edd7-4826-a8a2-91a44aa20495,Mława,Miskindzha,DHL,Rail,1735,34,Rain,Medium,Delivered,38,5/31/2024
192,f8d6345b-a7bd-4126-bf3c-b919da550148,Saumur,Santo André,BlueDart,Road,1604,9,Clear,Medium,Exception,53,5/6/2024
193,0000d065-2284-4864-9351-6face4727e05,Guankou,Guanmiao,Delhivery,Sea,99,75,Clear,Low,Delivered,5,6/12/2025
194,d0f04800-f414-4b35-9917-7465be0afd87,Bao’an,Nazaré da Mata,DHL,Road,2313,89,Storm,High,Exception,7,1/14/2026
195,61c8badc-eca5-49d1-ba85-2f3731caecfe,Agassiz,Wudui,DHL,Rail,2993,55,Storm,Low,Exception,31,2/21/2025
196,1c93e8c6-2c12-4c59-b4a2-d9592fcef2c9,Marco,Dibba Al-Fujairah,Delhivery,Rail,2862,96,Clear,High,Delayed,45,5/30/2025
197,be5dd225-a2de-4b8b-9042-c2c3eb3082f6,Ortigueira,San Pedro Masahuat,Delhivery,Sea,142,83,Storm,Medium,Delayed,69,9/1/2025
198,a49b4a87-a399-4fae-ac97-5e3a4812dea4,Pajeksan,Tuchlovice,DHL,Road,1113,11,Clear,Medium,Exception,45,11/10/2025
199,888f11c3-efe1-4f28-9383-3b8b7135eba5,Ferreiras,Casillas,FedEx,Road,734,17,Storm,High,In Transit,26,5/28/2024
200,db537c50-c9ec-4616-a43c-389f47acc529,Yonezawa,Jinzipai,UPS,Air,414,13,Clear,Low,Delayed,21,3/11/2026
201,53a7cd03-6b63-4230-ae2b-fea9b4bc6710,Nikolo-Pavlovskoye,Shuangqiao,Delhivery,Rail,2473,41,Heatwave,Medium,Delayed,51,4/4/2025
202,4602f7d6-f30a-4190-b838-79d71d0420e9,Pinheiro,Harbour Breton,DHL,Air,782,47,Rain,Medium,Delivered,63,7/7/2025
203,2ba994d0-ff35-4977-9f91-b1279a4ff5f9,Wetzlar,Al Maşlūb,FedEx,Road,268,26,Fog,Medium,In Transit,10,11/26/2025
204,f07acbab-422c-465e-ab17-06e30be816cf,Jinta,Sawahrandu,FedEx,Rail,2450,26,Heatwave,Low,Delivered,5,4/10/2025
205,f2f5c892-8de2-4751-b8db-466763ea4679,Sukarama,Aygek,BlueDart,Air,1768,36,Storm,Medium,Delayed,66,4/11/2025
206,b5d89e6f-acba-4a5e-ae64-350a1464440a,Mbale,Jankowice,UPS,Road,881,5,Heatwave,Low,In Transit,32,11/25/2025
207,79822e01-e7b8-4933-93fb-1f4afb8d52ab,Gannan,Oss,FedEx,Rail,2738,68,Rain,High,In Transit,56,12/25/2024
208,118c0dab-e3fc-44cb-b83f-1b12dfe35165,Balkh,Shuangtang,DHL,Air,1383,15,Clear,Medium,Exception,68,7/13/2024
209,cdea8515-5e81-41f4-83e2-8d59c646b977,Chatturat,Luksuhin,BlueDart,Rail,2916,27,Clear,Low,Delayed,51,7/4/2025
210,0a388255-3639-4a8b-9a06-61a9b8d48441,Ariquemes,Zhuyeping,UPS,Road,131,43,Clear,Low,In Transit,35,12/19/2025
211,11324a0f-9563-4896-a49b-fcbcc792231e,Neiba,Makoba,BlueDart,Sea,2411,90,Fog,Medium,Delayed,1,12/17/2025
212,547b4346-22b7-4f72-9c1a-e502c7f18211,Rokietnica,Siepraw,UPS,Rail,1172,11,Rain,High,In Transit,62,6/3/2024
213,e212c99d-bcfb-475e-824d-14e5998fbac5,Aiánteio,Majie,Delhivery,Air,385,25,Storm,Medium,Delayed,22,4/16/2026
214,58e2fdca-0efd-4582-92eb-a046ce1c1296,Marseille,Oemollo,FedEx,Rail,1623,31,Heatwave,Low,Exception,7,9/6/2024
215,71be99f4-bd48-4049-b4a3-0832a6ef60f1,Rakhiv,Bajo Naranjillo,FedEx,Air,2683,22,Heatwave,High,Delayed,47,10/7/2025
216,146cca17-09de-4357-aa65-e490dbd930a5,Chynów,Sokolnice,Delhivery,Road,541,95,Heatwave,Medium,Delayed,45,12/14/2025
217,c75bdb9f-7a11-4fc3-abed-a971336f4cf1,Midões,Bahía Honda,DHL,Sea,1886,45,Fog,High,In Transit,13,3/6/2024
218,1430fb2a-8f09-4cc5-8859-b7b915a7d37c,Kimakamak,Muang Xay,UPS,Road,606,45,Clear,Medium,Exception,13,7/17/2025
219,a786acf8-45e1-419c-a486-26c059dec306,Challhuahuacho,Novi Travnik,BlueDart,Air,2783,81,Clear,Medium,In Transit,25,11/8/2024
220,e68de5df-be23-4101-994a-83aff3c489d3,Santa Rita,Butare,BlueDart,Road,2670,13,Fog,Medium,In Transit,70,7/16/2025
221,094b1053-785e-4fdc-9bc6-32099f2c0b53,Tobol,Baixi,BlueDart,Sea,1785,9,Clear,Medium,Delayed,39,1/8/2025
222,ff6e6fd0-f06e-47e5-84e8-15d700445336,Zhangjiayuan,Inowrocław,BlueDart,Rail,1490,99,Clear,High,Delivered,2,4/5/2024
223,a61ebe5f-9d00-4ec8-887d-7a75b5cad6d0,Sumberrejo,Xinxing,DHL,Air,1631,22,Rain,Low,Delayed,2,8/5/2024
224,67ff9dbd-e573-4480-aaec-2126fe3165a6,Pescadería,Växjö,UPS,Air,2454,73,Heatwave,High,In Transit,26,6/6/2025
225,08d041ff-981a-40be-b1b2-b360a7384a0e,Huanoquite,Huangshi,BlueDart,Road,2934,95,Heatwave,Medium,Delayed,3,12/17/2024
226,cd6e1ba3-818d-4652-9efa-ff0aaa87a1e5,Kobe,Pasirnangka,Delhivery,Air,2105,60,Rain,High,Exception,21,11/5/2024
227,8be43873-44ad-4aad-833b-7b56a73145ae,Gaoqiu,Dallas,FedEx,Sea,1558,84,Clear,Medium,Delivered,32,5/18/2026
228,1bb08c27-e2ca-47e6-a51d-dfb09106252e,Agbani,Kalapagenep,Delhivery,Air,273,11,Clear,High,Delayed,60,10/27/2024
229,523bc2bb-24f1-461b-93c8-c417bd876a0a,Cigaras,Botucatu,DHL,Road,2254,55,Fog,High,Delayed,23,2/26/2026
230,e2bbe7d7-cbf7-4d08-bab4-8105f9072d71,Kanshi,Malabor,BlueDart,Air,374,60,Storm,High,In Transit,39,3/2/2025
231,12b144de-0c05-4f9d-a36d-468f82e5aa25,Želešice,San Antonio,UPS,Air,578,75,Storm,Medium,Exception,36,12/6/2024
232,7206ac89-12df-4e07-92db-d2924ae4fc3e,San Juan Sacatepéquez,Shangbahe,Delhivery,Rail,2058,77,Storm,Medium,Exception,16,7/11/2024
233,65d3228b-a5aa-466f-879b-6d6bc1c52fd1,Camaquã,Cacheu,BlueDart,Rail,2569,15,Clear,Low,Exception,42,3/14/2026
234,6d67dcc6-4f1a-4cc6-a1e5-fcbb49b107a1,Ford,Qunsheng,Delhivery,Road,75,8,Clear,Low,Delayed,57,7/9/2024
235,f302fa2c-4242-48aa-a0f7-794e5c98db2d,Leiden,Taphan Hin,FedEx,Road,1499,12,Heatwave,Medium,In Transit,47,10/6/2024
236,971cb84f-96e8-4383-846f-f49984974439,Hongjiaguan,Piritiba,BlueDart,Rail,2195,63,Fog,Medium,Delayed,3,1/1/2026
237,1c93a25b-cb66-4cea-bc8f-1e174439f143,Gancheng,Loureiro,BlueDart,Road,2870,85,Rain,Low,Delayed,35,12/10/2024
238,67ede949-485c-4931-bc85-bac6b42549a8,Thanh Nê,Złota,BlueDart,Sea,1062,48,Rain,Low,Delivered,63,7/17/2025
239,a465b005-6e8a-4da3-8f50-3d509eba7edc,Pueblo Nuevo,Kadujajar,Delhivery,Air,1767,56,Rain,Medium,Delivered,1,2/17/2024
240,ef8a8797-4e6c-475b-9808-6b243b064cf0,Kemlya,Bošovice,FedEx,Rail,2854,4,Clear,High,Exception,26,6/3/2025
241,e6f162c0-aa48-4afd-8859-c8c833cfb389,Datuan,Anhai,FedEx,Air,2947,13,Rain,Low,In Transit,16,9/15/2025
242,acbc6131-b9cf-4bcd-8886-bb04758c9d9d,Nong Phok,São Bento do Sul,Delhivery,Rail,549,82,Rain,High,In Transit,3,11/18/2024
243,0a93789c-2e4f-488f-a7c5-8be9fecd3edd,Nanao,Beopwon,DHL,Rail,2618,74,Rain,Medium,Delayed,42,2/24/2026
244,d08849c4-c447-437a-85bf-015136e9f4e9,Cambuga,Gulyantsi,UPS,Air,1154,44,Rain,Low,Delivered,5,8/20/2025
245,52296232-ee43-4f71-a0f2-4a211ce19d29,Mahaica Village,Gayamdesa,DHL,Road,548,42,Rain,Low,In Transit,49,6/27/2025
246,c7077b09-ed67-4d57-ad8a-4b62fca73a61,Novopokrovskaya,Qingyun,FedEx,Sea,2060,92,Heatwave,Low,Delayed,11,3/7/2026
247,b6612e56-1e5d-41dd-8397-b9bc1b58f6d7,Boston,København,Delhivery,Rail,1195,18,Rain,Medium,In Transit,48,7/23/2024
248,016dccad-3941-41fd-b58f-7c7d9ca74776,Sangojar,Sergokala,UPS,Rail,2917,97,Rain,Low,Delayed,21,6/29/2024
249,83cfc656-b92d-4889-9494-31ca7a74310a,Masallātah,Qingyang,UPS,Sea,559,14,Rain,High,In Transit,27,2/14/2026
250,419647da-a0fe-4d19-9379-e6027d317c4e,Sinjai,Xingyi,DHL,Rail,2548,18,Fog,Medium,Delayed,59,9/9/2024
251,700e209a-fd21-48a7-a9c8-9e4fae5ab8b0,Ica,Huanggang,Delhivery,Road,107,99,Rain,Medium,In Transit,14,4/10/2024
252,d76eb18f-5f28-4913-9026-a44ccf022f8e,Zhangcun,Polešovice,DHL,Air,2433,34,Fog,Medium,Delayed,48,2/9/2025
253,b6f9e150-a345-4232-a0cd-d16010529b45,Torkanivka,Duas Igrejas,DHL,Air,387,35,Rain,Medium,Exception,5,6/21/2024
254,7c36d313-57bf-43c6-a7cb-d0dbcbbb0ccb,Hamilton,Horki,BlueDart,Sea,2678,81,Storm,High,Delivered,2,11/5/2024
255,6acafc79-f016-4662-90db-959a510a4b13,Amper,Shahe,DHL,Road,2621,50,Heatwave,Low,Delayed,20,11/15/2024
256,c9b5267e-1acb-428c-9bd0-2b27e87289bf,Xiejiatan,Perovo,UPS,Road,52,98,Clear,Low,Delayed,72,9/6/2025
257,00938b2f-82ce-4282-9004-21f1b3dba3b0,Linggamanik,Cabungan,DHL,Road,1603,99,Storm,Low,In Transit,19,5/2/2026
258,e661a4be-4e37-466e-ad58-c2604dc536f3,Auxerre,Igboho,BlueDart,Air,2447,45,Heatwave,High,Delivered,18,11/5/2024
259,5f1f172f-d280-4a98-8466-d3224c6bc94f,Apucarana,São Bartolomeu,DHL,Road,1080,59,Fog,Medium,In Transit,0,11/13/2025
260,15b2be63-5d01-4711-bbd4-48e336a292de,Nová Paka,Frutillar,UPS,Sea,2899,94,Heatwave,Medium,In Transit,32,10/30/2025
261,1119a472-476d-4839-acf2-2496831ee840,Goma,Sendang,UPS,Rail,1628,27,Fog,Medium,Delayed,70,12/8/2024
262,9e48d1bd-e2ba-4bc7-a67a-ea6c32e5e8f2,Omaha,Wādī Raḩḩāl,UPS,Rail,1587,62,Clear,Medium,Exception,12,4/2/2024
263,2085f47a-db28-4eb0-9a3e-2508c369f00c,Uddevalla,Basa,FedEx,Air,1469,71,Fog,Medium,Delayed,72,8/17/2025
264,1b47c790-ae57-42c0-ba4f-413f29274f72,Puncakwangi,Rízoma,DHL,Road,155,14,Heatwave,Low,Delayed,38,2/6/2026
265,3899f0d5-7c78-4313-a020-0cd31e9da4a6,Murindó,Promyshlennovskiy,Delhivery,Rail,2674,95,Heatwave,Low,In Transit,20,5/7/2025
266,6d888fbe-bc8b-43ae-bd9e-75a656f16cbd,Borok,Sarandë,FedEx,Air,364,29,Clear,High,In Transit,23,9/17/2024
267,cc5876c1-2acf-437f-986e-9a8d33eccdff,Kabanga,Winduraja,Delhivery,Road,2551,49,Fog,Low,Exception,16,5/16/2024
268,20aad9bf-6127-4519-b3ec-68d9adf6218a,Chirpan,Vitarte,BlueDart,Rail,1371,93,Heatwave,Medium,Exception,38,10/4/2024
269,f26fc14e-e32a-4a36-a4ce-e55872013789,Krathum Baen,Sitajara,FedEx,Road,2214,21,Rain,High,Delivered,33,7/12/2025
270,501af315-5fac-4444-9523-aec7576befb0,Hanyuan,Nantian,DHL,Rail,1169,74,Heatwave,Medium,Delivered,18,8/5/2024
271,04b57b5a-d906-41b8-b8d9-1f29f4ea719f,Starominskaya,Donji Dobrić,UPS,Sea,2678,4,Fog,Low,Delayed,25,11/13/2025
272,fc58edb7-5833-4bac-808f-ba8a68a65bd7,Thị Trấn Nghèn,Las Matas de Farfán,FedEx,Sea,1519,44,Clear,High,Delayed,25,3/19/2024
273,4e396cf0-4448-4a46-8b32-1c85e34c5e77,Bandar-e Lengeh,Kannabechō-yahiro,DHL,Rail,1588,51,Rain,High,Exception,37,4/14/2025
274,e022fd43-aa67-4cf4-b25f-41f95b5ebeae,Domsjö,Kostel,BlueDart,Air,1348,17,Heatwave,Low,Exception,6,4/7/2026
275,66b2c82e-3d7b-4488-94a6-c7442c2e2794,Tianyuan,Nazaré,UPS,Rail,617,28,Storm,Low,Exception,12,11/5/2024
276,ee6b4011-1901-4544-a8a3-16d21ffb32e4,Hirosaki,Stockholm,BlueDart,Rail,1974,44,Rain,High,Delayed,29,12/19/2024
277,ccfd09d9-7472-4569-aeec-0c83b5c6b573,Drammen,Banes,Delhivery,Road,221,58,Storm,Medium,Delivered,39,2/8/2026
278,a88110dc-b21f-4b01-a11a-43964f1a7013,Aco,Lazeshchyna,BlueDart,Rail,222,51,Rain,Low,In Transit,63,8/5/2024
279,c24cbdc4-5736-44d1-9130-8fccbb6654ea,Chīchāwatni,Baqiu,Delhivery,Road,605,64,Storm,Low,Delayed,29,6/28/2024
280,6ad9871f-7b7e-415c-8b21-821565de982c,Ognevka,Santa Rosa,BlueDart,Air,405,66,Rain,Low,Delivered,28,12/29/2024
281,3bf1aeed-bca3-43bd-9937-c971eb7ade77,Bisert’,Martingança-Gare,Delhivery,Sea,346,4,Rain,Low,Exception,16,10/26/2024
282,e8929e03-ab56-4909-a040-a8c31a83de51,Paris 17,Non Sung,UPS,Rail,2499,74,Storm,Medium,Exception,11,3/8/2025
283,a76f4a9d-2168-401f-80a9-cb98d138988d,San Antonio,Sukowiryo,BlueDart,Road,2274,53,Rain,High,Exception,11,4/9/2025
284,eeac2403-aa7c-4726-8736-a1476ef91463,Nantes,Zhaitou,DHL,Rail,2260,85,Storm,Low,Delivered,70,1/17/2025
285,c3608deb-054f-4c93-a1b5-7d90144dc63d,Calvaria de Baixo,Židlochovice,Delhivery,Road,2740,3,Storm,High,Delivered,48,8/17/2025
286,7bdcd254-0bbd-4979-af5e-1542ead95e68,Luxor,Dejen,FedEx,Rail,1163,29,Rain,Low,Exception,63,5/5/2026
287,a6720187-b576-43d2-bf3b-09df234c4276,Pasargunung,Santa Eulália,Delhivery,Road,175,94,Heatwave,Low,In Transit,9,5/4/2026
288,43634e1f-0daa-46d0-9951-053581236f5a,Ansheng,Buritis,Delhivery,Rail,2261,42,Heatwave,Low,Delayed,53,11/30/2025
289,877f3650-b5d3-4553-9085-494eb857087d,Lagarto,Smederevska Palanka,FedEx,Sea,190,18,Rain,High,Exception,52,11/25/2024
290,548e8c28-16f0-44b7-9956-b9e20f4b1337,Khal’ch,Manjacaze,Delhivery,Road,2080,53,Fog,Medium,Delivered,70,3/10/2024
291,bbacc98a-1825-48bf-bb49-68a2113c383d,Oslo,Hukeng,FedEx,Air,1986,91,Storm,Low,Delivered,52,1/26/2026
292,c6a68d20-4b47-4ee3-ac33-2212b5768676,Urzhar,Budaka,DHL,Sea,2092,68,Rain,Medium,Delayed,57,2/22/2026
293,6989fffb-ec5b-410f-b19e-040cd5fdbf0a,Hangkou,Chyšky,BlueDart,Road,1071,32,Rain,Low,Delayed,58,4/5/2024
294,482916ba-6fef-4f8f-9c01-d2f307240c73,Tabonoc,Bejucal,FedEx,Road,2089,76,Fog,High,In Transit,35,10/17/2025
295,cbe5dda7-e6d8-49cd-ae9d-59d5c95e6ec6,Buritis,Lokolande,DHL,Sea,291,62,Heatwave,High,Delayed,35,10/28/2025
296,315f6a49-c47d-4128-8cc2-19f19cf5de80,San Juan Nepomuceno,Marathon,BlueDart,Road,900,58,Heatwave,Medium,In Transit,18,4/23/2024
297,3e9b02df-efac-496e-aca2-2e168d0c3e8f,Burujul,Brejo Santo,FedEx,Road,2615,61,Storm,Medium,Delivered,26,10/15/2024
298,2b1d184f-0824-4e32-a390-ffe6b9ab1afa,Jasienica Rosielna,Istres,UPS,Rail,1937,20,Clear,Medium,Exception,52,2/2/2026
299,5a26671c-63f7-4422-af55-c64ab4b94ec0,Hankasalmi,Xin’an,FedEx,Air,2852,61,Storm,Medium,Exception,64,8/27/2025
300,356a48be-44fd-4044-a4b2-f76a14bcf362,Banqiaodian,Kiambu,DHL,Rail,300,47,Heatwave,Medium,In Transit,64,5/20/2026
301,9ae3bb49-e39a-4db7-af22-97d2d4498ae7,Radoboj,Kryvichy,DHL,Rail,2852,70,Fog,High,Delayed,43,1/10/2025
302,79dcb997-a8b0-4dc9-ac9f-d514d4aa90ff,Hangzhou,Jiangcun,Delhivery,Rail,1013,73,Heatwave,Medium,Exception,29,3/11/2026
303,c0a28513-c983-4ee5-8e94-3fdb27abc03c,Canghou,Rubirizi,FedEx,Sea,2619,56,Heatwave,Low,In Transit,6,4/20/2025
304,df640ea5-138f-4281-8cc6-228bb4fe0e44,Lichtenburg,Újezd,Delhivery,Sea,968,95,Heatwave,High,In Transit,58,4/26/2024
305,6a17b316-18bb-4a36-9835-c236bfb48854,Minzheng,Brikama Nding,FedEx,Sea,333,44,Rain,Medium,In Transit,55,8/12/2024
306,48ebbab4-ed21-4acc-a987-43492909344f,Xiangshun,Qiman,UPS,Road,1739,87,Heatwave,High,In Transit,70,12/13/2025
307,b8c5b643-73b2-467f-82c2-59d2028cac0b,Kakamigahara,Sharkawshchyna,DHL,Rail,315,28,Heatwave,Medium,Exception,33,7/4/2024
308,70ab349f-4fad-4b2b-a75a-1adf5fa6d031,Francisco Villa,Kalebun,UPS,Road,380,28,Storm,High,Exception,28,7/31/2025
309,2875b766-c4b9-4dff-bc72-99cb9ae54d5e,Mambalan,Klemunan,Delhivery,Road,1503,1,Clear,Low,Delayed,61,11/20/2025
310,0e3e7f78-d44d-4edd-8233-700cafcafadd,La Cruz de Taratara,‘Afula ‘Illit,UPS,Rail,686,62,Fog,Medium,Delayed,30,11/6/2025
311,76667a83-dbb3-459f-b0dd-3a1f573fadca,Dajianchang,Jayyūs,UPS,Air,2257,86,Clear,High,Exception,32,12/18/2025
312,ca1b372d-8843-4a23-a42c-581560d7c53f,Sovetakan,Ijuw,BlueDart,Air,2812,59,Storm,Low,In Transit,45,10/25/2024
313,f5ee8004-d15c-4b8e-816d-be94a9211e1a,Ikar,Borås,FedEx,Road,601,34,Rain,Low,Delayed,8,4/1/2026
314,2233d99c-0e5f-4bb4-8212-ca588e3b54a9,Bartsrashen,Stepnogorsk,FedEx,Rail,574,5,Fog,Medium,Delivered,33,11/25/2024
315,a0bb0c82-3a53-4f60-b2b9-d7b99751327c,Manaoag,Néa Péramos,FedEx,Rail,2656,49,Rain,High,In Transit,17,5/29/2025
316,dd6d16cd-54f7-4fc6-a872-246eb78f5f1c,Gustavsberg,Mont-de-Marsan,FedEx,Road,1018,70,Storm,High,In Transit,46,8/6/2025
317,0bf31d20-4007-4786-901d-04b05f562f51,Dadiya,Shangshaleng,BlueDart,Road,2297,23,Heatwave,Medium,Delivered,21,12/11/2025
318,a8a56aed-a46d-4428-b36d-aeb88a26aa86,Buenos Aires,Dok Kham Tai,DHL,Sea,474,28,Storm,High,Exception,52,10/29/2024
319,51ca9b37-a5ff-4c8d-b77d-61c51aa1e386,Librazhd-Qendër,Sabunçu,UPS,Sea,2527,61,Clear,Medium,In Transit,63,3/30/2025
320,4a465698-c947-48ed-9df9-5eaa991e7bdd,Kopen,Ngerengere,FedEx,Rail,222,3,Fog,High,Delivered,30,4/6/2026
321,4e92172a-83eb-4daa-b71b-a2eac6061d6c,Perre,Hanyuan,UPS,Air,169,14,Rain,High,Exception,3,2/17/2024
322,be5c9ed7-b82c-40df-b55f-4eaf209300ff,Pitanga,Rouyuan,DHL,Sea,667,36,Clear,Low,In Transit,63,1/5/2025
323,9612f50a-f1b7-4c64-9e56-45b0c9affe3d,Mirabel,Guantang,BlueDart,Road,2813,66,Clear,Medium,In Transit,8,1/17/2026
324,10da0ace-604a-4fd0-9665-4035a622ef08,Sangkalputung,Saint David’s,UPS,Air,793,77,Fog,Low,Delayed,48,4/7/2024
325,96c93c6b-483e-43e1-9e1f-2f3d7e9a4d0c,Chesapeake,Borucin,DHL,Rail,261,25,Storm,High,Delayed,8,5/27/2024
326,5846d46a-2c4f-440b-80b1-d21f29e4e9ff,Loncoche,Jiangqiao,FedEx,Sea,1014,52,Rain,Medium,Delivered,62,1/16/2026
327,def218dc-de4d-4365-8a02-1d46e1c5c8b9,Honoria,Cercal,DHL,Road,1139,50,Rain,Low,Delayed,63,3/3/2025
328,4bfc3328-acb4-4429-bd67-df5da0061709,Ilovka,Kalmunai,FedEx,Rail,2420,29,Rain,High,Delayed,25,10/5/2024
329,7b353bad-13a4-455b-a480-ca4d7d1dc176,Minuyan,Bègles,BlueDart,Road,552,97,Heatwave,Low,Delivered,29,2/8/2026
330,9974bcf9-6f97-4b18-b6cf-d7cb6602a654,Orkney,Granada,BlueDart,Road,1229,82,Fog,Medium,Delayed,38,6/22/2025
331,e6391f46-c14e-4471-83db-4584d1612ac5,Trudobelikovskiy,Puerto Francisco de Orellana,BlueDart,Sea,2262,46,Heatwave,High,Exception,30,3/15/2025
332,5a95a0c8-420f-4cab-9187-5ad9faec8c43,La Cumbre,Wuxia,Delhivery,Road,2878,36,Clear,Low,Exception,2,11/16/2024
333,56356d98-fa32-473e-9535-4a667e152e97,Qiucun,Ying’ebu,Delhivery,Sea,1458,78,Fog,High,Delivered,20,11/20/2025
334,51d0dbdd-48f6-4be1-8769-e9894f78d291,Sherwood Park,Jutiapa,FedEx,Sea,1128,4,Storm,High,Exception,47,7/23/2025
335,442bd76e-3f00-4d2c-a9d0-50b916373861,Caen,Ash Shaykh ‘Uthmān,UPS,Sea,158,17,Storm,Medium,Delivered,8,5/31/2025
336,8e15b849-5777-4882-87e8-b898be9480be,Kozelets’,Xiyuan,DHL,Rail,153,38,Clear,Low,Delayed,63,4/21/2026
337,89eff992-7056-451a-9b34-3d0a88eafba4,Mozi,Seaton,UPS,Road,443,9,Clear,High,Delayed,11,1/19/2026
338,eaad21a1-fe54-4eda-b215-1e56305ef206,Mesquite,Mós,UPS,Sea,2916,1,Storm,Medium,Delivered,13,8/29/2024
339,8f6686c3-0281-41ff-a1b8-161e31a7bcba,Huyang,Lazaro Cardenas,Delhivery,Road,1008,73,Rain,High,Delivered,60,10/26/2024
340,4cdf7824-278d-444b-a19d-95d65483dd03,Huangqi,Águas Belas,BlueDart,Air,1851,19,Heatwave,High,Delivered,70,12/6/2024
341,8d87cc03-153d-48f4-9534-aa0670be40e1,Saint-Rémi,Borås,FedEx,Road,1212,88,Fog,Low,Delayed,38,4/10/2025
342,321e23c1-92f6-4346-b9a0-7605b4288c26,Sundbyberg,Gjirokastër,UPS,Road,2693,8,Storm,Medium,Delayed,65,8/1/2025
343,2d30552e-9311-4f27-88ae-03d7337b8c8c,Torbeyevo,Uppsala,Delhivery,Air,365,17,Heatwave,Medium,Exception,63,2/18/2025
344,6fce4216-c6c7-4e57-b5a2-dec98b193335,Tenkodogo,Älvsjö,UPS,Road,1652,70,Fog,High,In Transit,22,1/24/2026
345,e8b5080c-9720-490c-a8c1-58e1cfafa65c,Gorno-Altaysk,Cujillo,FedEx,Sea,411,6,Storm,High,Delayed,31,7/11/2025
346,56b6afd5-50d6-401b-8b0a-13d492cf288a,El Banco,Macaé,DHL,Air,2708,63,Heatwave,High,Delivered,12,9/6/2025
347,c204c7de-125b-4ba5-82c0-bb1c04e083b5,Guyancourt,Al Bawīţī,DHL,Air,2693,79,Clear,High,Delivered,11,9/27/2025
348,85c485b5-bb9f-41b9-a96f-7806ae3dd188,Aldeia de Além,Atalhada,FedEx,Rail,2808,25,Heatwave,Medium,Delayed,51,1/29/2026
349,61207156-50e5-4dfd-b0d4-3f0d5aaa10f5,Sumbe,Moshiyi,FedEx,Sea,2308,96,Clear,Low,Exception,33,4/7/2025
350,ad2e69bd-aad0-4af9-b734-a87cb6cfcaf1,Otradnoye,Strel'na,Delhivery,Road,2281,87,Fog,High,Exception,67,7/28/2024
351,21141bda-6206-4787-a516-32828230458a,Dagur,Kungshamn,DHL,Sea,2759,31,Heatwave,High,Exception,28,11/13/2025
352,bd07d00f-bebf-4544-919a-8667c663d45d,Washington,Frakulla e Madhe,DHL,Rail,1039,41,Storm,Low,Exception,43,6/29/2025
353,bbbccf0c-49bc-42c2-9db8-d0da57f671ce,Vári,Ararat,UPS,Air,2150,30,Clear,Low,Delivered,36,12/29/2025
354,88a28972-9600-46af-8579-48adaa0af3d3,Sŭedinenie,Al Jamīmah,DHL,Road,2857,32,Heatwave,Medium,Delayed,6,10/27/2024
355,ec85c0e1-c1da-47bd-a913-49ca9fbe943e,Laocheng,Hondo,DHL,Rail,1978,24,Rain,Low,In Transit,40,7/2/2024
356,994a916a-867b-45e8-ada2-beb103a9d8d7,Don Chedi,Hougaoshizhuang,FedEx,Air,1476,14,Storm,High,Delivered,35,5/2/2026
357,a2e9e0e1-c12a-45cb-a13b-46845cfb635f,Novo Hamburgo,Bojong,DHL,Sea,353,51,Heatwave,Low,In Transit,69,11/11/2025
358,681f2bd0-29cf-4cc8-bcdd-a3e198d6d0d3,Balangiga,Zizhao,UPS,Road,474,72,Fog,Medium,Exception,51,10/29/2025
359,fd9ea2cf-ff6d-4e21-a9c5-58509ead8f85,Villa Aglipay,Marseille,FedEx,Road,2328,25,Heatwave,Medium,Delayed,36,7/25/2025
360,724a6df0-9f27-4f84-ab42-dcf7ed454482,Jagong,Illintsi,Delhivery,Road,2133,36,Rain,High,In Transit,19,10/29/2025
361,b577fe63-73be-4a67-add4-c4593d87852b,Saint-Pierre,Qingshui,Delhivery,Air,2344,50,Heatwave,High,In Transit,33,10/8/2024
362,bd308663-6353-4c9f-ae2b-59c3280cd400,Badong,Jalingo,DHL,Sea,2968,16,Rain,High,Exception,33,11/28/2025
